379286186061006|08|2023|1823379286712851003|06|2023|8742379286156501007|12|2023|8203
379286503531004|04|2022|3034
379286837811007|07|2024|5454
379286881151003|09|2025|7320
379286868511005|08|2023|4332
379286167041001|10|2025|8731
379286835721000|10|2025|1304
379286430511004|05|2025|3638
379286503531004|04|2022|3034
379286837811007|07|2024|5454
379286881151003|09|2025|7320
379286868511005|08|2023|4332
379286167041001|10|2025|8731
379286835721000|10|2025|1304
379286537481002|10|2023|6053
379286355821008|08|2024|8472
379286532781000|04|2025|3450
379286767171000|01|2025|0704
379286241411006|12|2023|4644
379286785561000|08|2023|2650
379286607671003|06|2022|7302
379286433571005|08|2025|1746
379286630241006|04|2024|6700
379286255501007|02|2025|1356
379286584621005|05|2022|7588
379286377821002|08|2022|3453
379286038001002|07|2023|4063
379286608881007|05|2024|6262
379286176521001|12|2025|8226
379286505501005|04|2022|7505
379286306271006|09|2025|3247
379286501081002|06|2022|1537
379286038001002|07|2023|4063
379286608881007|05|2024|6262
379286176521001|12|2025|8226
379286505501005|04|2022|7505
379286306271006|09|2025|3247
379286501081002|06|2022|1537
379286258781002|11|2022|7208
379286337201006|05|2024|6085
379286624641005|06|2024|8203
379286087281000|04|2025|5413
379286321831008|12|2025|1238
379286712641008|06|2023|7783
379286267601001|12|2023|0275
379286401671001|07|2025|4562
379286232621001|06|2022|0677
379286074331008|05|2024|2853
379286588111003|11|2025|3704
379286554451003|09|2023|4131
379286300581004|08|2022|2764
379286388601005|10|2024|1085
379286551621004|01|2025|6040
379286758261000|04|2024|5625
379286758261000|04|2024|5625
379286758261000|04|2024|5625
379286758261000|04|2024|5625
379286758261000|04|2024|5625
379286570201002|11|2023|1670
379286114021007|07|2025|1102
379286570201002|11|2023|1670
379286114021007|07|2025|1102
379286234581005|10|2022|1276
379286282231008|10|2022|1313
379286307841005|10|2025|1430
379286311711004|06|2024|4056
379286526621006|12|2024|8767
379286854651005|03|2024|3624
379286120171002|02|2024|0787
379286051671004|03|2024|3731
379286436311003|10|2025|0141
379286051231007|02|2025|2264
379286010641007|02|2022|4763
379286438381004|09|2025|7205
379286782511008|07|2022|6060
379286570201002|11|2023|1670
379286468331002|06|2024|4114
377754002006572|07|2024|0000
377754002002282|07|2024|0000
377754002002308|07|2024|0000
377754002005582|07|2024|0000
377754002005350|07|2024|0000
377754002001201|07|2024|0000
377754002000328|07|2024|0000
377754002001540|07|2024|0000
377754002005715|07|2024|0000
377754002002852|07|2024|0000
377754002007018|07|2024|0000
377754002001425|07|2024|0000
377754002000435|07|2024|0000
377754002004510|07|2024|0000
377754002005715|07|2024|0000
377754002006028|07|2024|0000
377754002000328|07|2024|0000
377754002006457|07|2024|0000
377754002003165|07|2024|0000
377754002004262|07|2024|0000
377754002008115|07|2024|0000
377754002004841|07|2024|0000
